Id	Description	Map id	Map name	Symbol	Abbreviation	Synonyms	References	Name	Type	Complex id	Complex name	Compartment/Pathway id	Compartment/Pathway name	Charge	Full name	Formula	Former symbols	Linked submap id	Element external id	Plasma.Membrane
1496271		16167	CFTR_network_edit	BCAP31		"6C6-Ag,BAP31,CDM,DXS1357E"	"HGNC:16695,REFSEQ:NM_005745,ENSEMBL:ENSG00000185825,ENTREZ:10134,HGNC_SYMBOL:BCAP31,UNIPROT:P51572"	BCAP31	Protein			1496310	molecular overview		B cell receptor associated protein 31				n41	FALSE
1496170		16167	CFTR_network_edit	TRAM1		"TRAM,TRAMP"	"HGNC:20568,ENTREZ:23471,REFSEQ:NM_014294,HGNC_SYMBOL:TRAM1,UNIPROT:Q15629,ENSEMBL:ENSG00000067167"	TRAM1	Protein			1496310	molecular overview		translocation associated membrane protein 1				n42	FALSE
1495962		16167	CFTR_network_edit					SEC61	Complex			1496310	molecular overview						n43	FALSE
1496255		16167	CFTR_network_edit	DNAJB1		"Hsp40,RSPH16B,Sis1"	"ENTREZ:3337,HGNC_SYMBOL:DNAJB1,REFSEQ:NM_006145,ENSEMBL:ENSG00000132002,HGNC:5270,UNIPROT:P25685"	DNAJB1	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member B1		HSPF1		n44	FALSE
1496216		16167	CFTR_network_edit	DNAJA1		"HSPF4,NEDD7,dj-2,hdj-2"	"HGNC_SYMBOL:DNAJA1,ENSEMBL:ENSG00000086061,UNIPROT:P31689,HGNC:5229,ENTREZ:3301,REFSEQ:NM_001314039"	DNAJA1	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member A1		HSJ2		n45	FALSE
1495993		16167	CFTR_network_edit	STUB1		"CHIP,HSPABP2,NY-CO-7,SDCCAG7,UBOX1"	"ENSEMBL:ENSG00000103266,HGNC_SYMBOL:STUB1,HGNC:11427,REFSEQ:NM_005861,ENTREZ:10273,UNIPROT:Q9UNE7"	STUB1	Protein			1496310	molecular overview		STIP1 homology and U-box containing protein 1				n46	FALSE
1496149		16167	CFTR_network_edit	UBE2D1		"E2(17)KB1,UBC4/5,UBCH5,UbcH5A"	"HGNC_SYMBOL:UBE2D1,ENSEMBL:ENSG00000072401,ENTREZ:7321,UNIPROT:P51668,HGNC:12474,REFSEQ:NM_003338"	UBE2D1	Protein			1496310	molecular overview		ubiquitin conjugating enzyme E2 D1		SFT		n47	FALSE
1495980		16167	CFTR_network_edit	HSPA8		"HSC70,HSC71,HSP73"	"REFSEQ:NM_006597,ENSEMBL:ENSG00000109971,UNIPROT:P11142,HGNC:5241,ENTREZ:3312,HGNC_SYMBOL:HSPA8"	HSPA8	Protein			1496310	molecular overview		heat shock protein family A (Hsp70) member 8		HSPA10		n48	FALSE
1496137		16167	CFTR_network_edit	HSPBP1		FES1	"HGNC_SYMBOL:HSPBP1,ENTREZ:23640,HGNC:24989,UNIPROT:Q9NZL4,REFSEQ:NM_012267,ENSEMBL:ENSG00000133265"	HSPBP1	Protein			1496310	molecular overview		HSPA (Hsp70) binding protein 1				n49	TRUE
1496301		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n5	TRUE
1496084		16167	CFTR_network_edit	SELENOS		"AD-015,MGC2553,SBBI8,SELS,SEPS1"	"REFSEQ:NM_018445,ENSEMBL:ENSG00000131871,HGNC_SYMBOL:SELENOS,UNIPROT:Q9BQE4,ENTREZ:55829,HGNC:30396"	SELENOS	Protein			1496310	molecular overview		selenoprotein S		VIMP		n51	FALSE
1496306		16167	CFTR_network_edit	VCP		"CDC48,IBMPFD,TERA,p97"	"REFSEQ:NM_007126,UNIPROT:P55072,HGNC:12666,HGNC_SYMBOL:VCP,ENSEMBL:ENSG00000165280,ENTREZ:7415"	VCP	Protein			1496310	molecular overview		valosin containing protein				n52	FALSE
1496243		16167	CFTR_network_edit	UFD1			"ENTREZ:7353,HGNC_SYMBOL:UFD1,HGNC:12520,ENSEMBL:ENSG00000070010,REFSEQ:NM_001035247,UNIPROT:Q92890"	UFD1	Protein			1496310	molecular overview		ubiquitin recognition factor in ER associated degradation 1		UFD1L		n53	FALSE
1496132		16167	CFTR_network_edit	NPLOC4		"FLJ20657,KIAA1499,NPL4"	"REFSEQ:NM_017921,ENTREZ:55666,ENSEMBL:ENSG00000182446,HGNC:18261,UNIPROT:Q8TAT6,HGNC_SYMBOL:NPLOC4"	NPLOC4	Protein			1496310	molecular overview		"NPL4 homolog, ubiquitin recognition factor"				n54	FALSE
1495960		16167	CFTR_network_edit	NCF1		"NCF1A,NOXO2,SH3PXD1A,p47phox"	"HGNC_SYMBOL:NCF1,REFSEQ:NM_000265,ENSEMBL:ENSG00000158517,UNIPROT:P14598,ENTREZ:653361,HGNC:7660"	NCF1	Protein			1496310	molecular overview		neutrophil cytosolic factor 1				n55	FALSE
1496302		16167	CFTR_network_edit	UBXN6		UBXDC2	"HGNC:14928,REFSEQ:NM_025241,ENTREZ:80700,HGNC_SYMBOL:UBXN6,UNIPROT:Q9BZV1,ENSEMBL:ENSG00000167671"	UBXN6	Protein			1496310	molecular overview		UBX domain protein 6		UBXD1		n56	TRUE
1496083		16167	CFTR_network_edit	RNF5		"G16,NG2,RING5,RMA1"	"ENSEMBL:ENSG00000204308,ENTREZ:6048,HGNC:10068,HGNC_SYMBOL:RNF5,UNIPROT:Q99942,REFSEQ:NM_006913"	RNF5	Protein			1496310	molecular overview		ring finger protein 5				n57	FALSE
1496004		16167	CFTR_network_edit					COP9 signalosome	Complex			1496310	molecular overview						n58	TRUE
1496106		16167	CFTR_network_edit	DNAJC5		"DNAJC5A,FLJ00118,FLJ13070"	"HGNC:16235,ENSEMBL:ENSG00000101152,HGNC_SYMBOL:DNAJC5,REFSEQ:NM_025219,UNIPROT:Q9H3Z4,ENTREZ:80331"	DNAJC5	Protein			1496310	molecular overview		DnaJ heat shock protein family (Hsp40) member C5		CLN4		n59	FALSE
1496235		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n6	TRUE
1496224		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n60	TRUE
1496258		16167	CFTR_network_edit	STX16		"SYN16,hsyn16"	"REFSEQ:NM_001001433,ENSEMBL:ENSG00000124222,HGNC:11431,HGNC_SYMBOL:STX16,ENTREZ:8675,UNIPROT:O14662"	STX16	Protein			1496310	molecular overview		syntaxin 16				n61	TRUE
1496153		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n62	TRUE
1496126		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n63	TRUE
1496089		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n64	TRUE
1496260		16167	CFTR_network_edit	RAB7A			"HGNC:9788,HGNC_SYMBOL:RAB7A,UNIPROT:P51149,ENTREZ:7879,REFSEQ:NM_004637,ENSEMBL:ENSG00000075785"	RAB7A	Protein			1496310	molecular overview		"RAB7A, member RAS oncogene family"		"CMT2B,RAB7"		n65	TRUE
1496268		16167	CFTR_network_edit	SNX27		"KIAA0488,MGC20471,MY014"	"HGNC_SYMBOL:SNX27,ENSEMBL:ENSG00000143376,REFSEQ:NM_030918,UNIPROT:Q96L92,ENTREZ:81609,HGNC:20073"	SNX27	Protein			1496310	molecular overview		sorting nexin 27				n66	TRUE
1496230		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n67	TRUE
1496157		16167	CFTR_network_edit	RAB4A		HRES-1/RAB4	"REFSEQ:NM_004578,ENTREZ:5867,HGNC_SYMBOL:RAB4A,ENSEMBL:ENSG00000168118,HGNC:9781,UNIPROT:P20338"	RAB4A	Protein			1496310	molecular overview		"RAB4A, member RAS oncogene family"		RAB4		n68	TRUE
1496282		16167	CFTR_network_edit	MYO5B		KIAA1119	"HGNC_SYMBOL:MYO5B,UNIPROT:Q9ULV0,HGNC:7603,ENSEMBL:ENSG00000167306,REFSEQ:NM_001080467,ENTREZ:4645"	MYO5B	Protein			1496310	molecular overview		myosin VB				n69	TRUE
1496065		16167	CFTR_network_edit					SEC61 translocon	Complex			1496310	molecular overview						n7	FALSE
1496205		16167	CFTR_network_edit	EZR			"REFSEQ:NM_003379,HGNC_SYMBOL:EZR,ENTREZ:7430,UNIPROT:P15311,ENSEMBL:ENSG00000092820,HGNC:12691"	EZR	Protein			1496310	molecular overview		ezrin		VIL2		n70	TRUE
1496086		16167	CFTR_network_edit	RAC1		"Rac-1,TC-25,p21-Rac1"	"ENTREZ:5879,HGNC_SYMBOL:RAC1,HGNC:9801,REFSEQ:NM_018890,ENSEMBL:ENSG00000136238,UNIPROT:P63000"	RAC1	Protein			1496310	molecular overview		Rac family small GTPase 1				n71	TRUE
1495961		16167	CFTR_network_edit	ROCK1		p160ROCK	"ENTREZ:6093,UNIPROT:Q13464,HGNC_SYMBOL:ROCK1,ENSEMBL:ENSG00000067900,HGNC:10251,REFSEQ:NM_005406"	ROCK1	Protein			1496310	molecular overview		Rho associated coiled-coil containing protein kinase 1				n72	TRUE
1496115		16167	CFTR_network_edit	RHOA		"RHOH12,Rho12"	"HGNC:667,REFSEQ:NM_001664,ENSEMBL:ENSG00000067560,ENTREZ:387,UNIPROT:P61586,HGNC_SYMBOL:RHOA"	RHOA	Protein			1496310	molecular overview		ras homolog family member A		"ARH12,ARHA"		n73	TRUE
1496102		16167	CFTR_network_edit	RAB11A		YL8	"UNIPROT:P62491,ENTREZ:8766,ENSEMBL:ENSG00000103769,HGNC_SYMBOL:RAB11A,HGNC:9760,REFSEQ:NM_001206836"	RAB11A	Protein			1496310	molecular overview		"RAB11A, member RAS oncogene family"				n74	TRUE
1496179		16167	CFTR_network_edit	SLC9A3R1		"EBP50,NHERF,NHERF1"	"HGNC_SYMBOL:SLC9A3R1,UNIPROT:O14745,REFSEQ:NM_004252,HGNC:11075,ENTREZ:9368,ENSEMBL:ENSG00000109062"	SLC9A3R1	Protein			1496310	molecular overview		SLC9A3 regulator 1				n75	TRUE
1496154		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n76	TRUE
1496276		16167	CFTR_network_edit	USP10		"KIAA0190,UBPO"	"ENTREZ:9100,HGNC_SYMBOL:USP10,UNIPROT:Q14694,ENSEMBL:ENSG00000103194,HGNC:12608,REFSEQ:NM_001272075"	USP10	Protein			1496310	molecular overview		ubiquitin specific peptidase 10				n77	TRUE
1496096		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n78	TRUE
1496242		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n79	TRUE
1495991		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n8	TRUE
1496064		16167	CFTR_network_edit	EZR			"REFSEQ:NM_003379,HGNC_SYMBOL:EZR,ENTREZ:7430,UNIPROT:P15311,ENSEMBL:ENSG00000092820,HGNC:12691"	EZR	Protein			1496310	molecular overview		ezrin		VIL2		n80	TRUE
1496303		16167	CFTR_network_edit	PIKFYVE		"FAB1,KIAA0981,MGC40423,PIP5K,ZFYVE29,p235"	"UNIPROT:Q9Y2I7,ENSEMBL:ENSG00000115020,HGNC_SYMBOL:PIKFYVE,REFSEQ:NM_015040,HGNC:23785,ENTREZ:200576"	PIKFYVE	Protein			1496310	molecular overview		"phosphoinositide kinase, FYVE-type zinc finger containing"		PIP5K3		n81	TRUE
1496217		16167	CFTR_network_edit	RAC1		"Rac-1,TC-25,p21-Rac1"	"ENTREZ:5879,HGNC_SYMBOL:RAC1,HGNC:9801,REFSEQ:NM_018890,ENSEMBL:ENSG00000136238,UNIPROT:P63000"	RAC1	Protein			1496310	molecular overview		Rac family small GTPase 1				n82	TRUE
1496000		16167	CFTR_network_edit	ROCK1		p160ROCK	"ENTREZ:6093,UNIPROT:Q13464,HGNC_SYMBOL:ROCK1,ENSEMBL:ENSG00000067900,HGNC:10251,REFSEQ:NM_005406"	ROCK1	Protein			1496310	molecular overview		Rho associated coiled-coil containing protein kinase 1				n83	TRUE
1496136		16167	CFTR_network_edit	RHOA		"RHOH12,Rho12"	"HGNC:667,REFSEQ:NM_001664,ENSEMBL:ENSG00000067560,ENTREZ:387,UNIPROT:P61586,HGNC_SYMBOL:RHOA"	RHOA	Protein			1496310	molecular overview		ras homolog family member A		"ARH12,ARHA"		n84	TRUE
1496076		16167	CFTR_network_edit	STX1A		"HPC-1,p35-1"	"ENTREZ:6804,HGNC:11433,HGNC_SYMBOL:STX1A,ENSEMBL:ENSG00000106089,UNIPROT:Q16623,REFSEQ:NM_004603"	STX1A	Protein			1496310	molecular overview		syntaxin 1A		STX1		n85	TRUE
1496100		16167	CFTR_network_edit	SNAP23		"HsT17016,SNAP23A,SNAP23B"	"ENTREZ:8773,HGNC_SYMBOL:SNAP23,REFSEQ:NM_003825,HGNC:11131,UNIPROT:O00161,ENSEMBL:ENSG00000092531"	SNAP23	Protein			1496310	molecular overview		synaptosome associated protein 23				n86	TRUE
1496287		16167	CFTR_network_edit	PRKACA		PKACa	"REFSEQ:NM_002730,HGNC:9380,UNIPROT:P17612,ENSEMBL:ENSG00000072062,HGNC_SYMBOL:PRKACA,ENTREZ:5566"	PRKACA	Protein			1496310	molecular overview		protein kinase cAMP-activated catalytic subunit alpha				n87	TRUE
1496283		16167	CFTR_network_edit	SLC9A3R1		"EBP50,NHERF,NHERF1"	"HGNC_SYMBOL:SLC9A3R1,UNIPROT:O14745,REFSEQ:NM_004252,HGNC:11075,ENTREZ:9368,ENSEMBL:ENSG00000109062"	SLC9A3R1	Protein			1496310	molecular overview		SLC9A3 regulator 1				n88	TRUE
1496231		16167	CFTR_network_edit			"Azacyclohexane,Hexahydropyridine,Piperidin,Piperidine,azinane,cyclopentimine,cypentil,hexazane,pentamethyleneamine,pentamethyleneimine,pentamethylenimine,perhydropyridine,pip"	CHEBI:CHEBI:18049	PIP	Simple molecule			1496310	molecular overview		piperidine				n89	TRUE
1496180		16167	CFTR_network_edit	STIP1		"HOP,STI1"	"HGNC_SYMBOL:STIP1,ENSEMBL:ENSG00000168439,HGNC:11387,REFSEQ:NM_006819,ENTREZ:10963,UNIPROT:P31948"	STIP1	Protein			1496310	molecular overview		stress induced phosphoprotein 1				n9	FALSE
1496253		16167	CFTR_network_edit			"1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-4',5'-bisphosphate),1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate,1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate,1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate,1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate,PIP2,PIPP,Phosphatidyl-myo-inositol 4,5-bisphosphate,Phosphatidyl-myo-inositol 4,5-bisphosphate,Phosphatidylinositol-4,5-bisphosphate,Phosphatidylinositol-4,5-bisphosphate,PtsIns(4,5)P2,PtsIns-4,5-P2"	CHEBI:CHEBI:18348	PIP2	Simple molecule			1496310	molecular overview		"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate"				n90	TRUE
1496093		16167	CFTR_network_edit	SHANK2		"CTTNBP1,ProSAP1,SHANK,SPANK-3"	"HGNC_SYMBOL:SHANK2,ENTREZ:22941,ENSEMBL:ENSG00000162105,UNIPROT:Q9UPX8,REFSEQ:NM_012309,HGNC:14295"	SHANK2	Protein			1496310	molecular overview		SH3 and multiple ankyrin repeat domains 2		CORTBP1		n92	TRUE
1496155		16167	CFTR_network_edit	PDE4D			"UNIPROT:Q08499,REFSEQ:NM_001104631,ENTREZ:5144,HGNC:8783,HGNC_SYMBOL:PDE4D,ENSEMBL:ENSG00000113448"	PDE4D	Protein			1496310	molecular overview		phosphodiesterase 4D		DPDE3		n93	TRUE
1496062		16167	CFTR_network_edit	PDZK1		"NHERF3,PDZD1"	"HGNC:8821,ENTREZ:5174,PUBMED:25762723,PUBMED:31481727,HGNC_SYMBOL:PDZK1,UNIPROT:Q5T2W1,PUBMED:11051556,REFSEQ:NM_002614,ENSEMBL:ENSG00000174827,PUBMED:15766278"	PDZK1	Protein			1496310	molecular overview		PDZ domain containing 1				n94	TRUE
1496184		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		n95	TRUE
1496072		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n96	TRUE
1496267		16167	CFTR_network_edit			"CHLORIDE ION,Chloride,Chloride,Chloride ion,Chloride(1-),Chlorine anion,Cl(-),Cl-,chloride"	CHEBI:CHEBI:17996	Cl-	Simple molecule			1496310	molecular overview		chloride				n97	TRUE
1496288		16167	CFTR_network_edit	SLC9A3R1		"EBP50,NHERF,NHERF1"	"HGNC_SYMBOL:SLC9A3R1,UNIPROT:O14745,REFSEQ:NM_004252,HGNC:11075,ENTREZ:9368,ENSEMBL:ENSG00000109062"	SLC9A3R1	Protein			1496310	molecular overview		SLC9A3 regulator 1				n99	TRUE
1496057		16167	CFTR_network_edit	ACTG1			"UNIPROT:P63261,ENTREZ:71,HGNC_SYMBOL:ACTG1,ENSEMBL:ENSG00000184009,REFSEQ:NM_001614,HGNC:144"	ACTG1	Protein	1496055	F-ACTIN	1496310	molecular overview		actin gamma 1		"ACTG,DFNA20,DFNA26"		sa357	TRUE
1496056		16167	CFTR_network_edit	ACTB			"REFSEQ:NM_001101,ENSEMBL:ENSG00000075624,ENTREZ:60,HGNC_SYMBOL:ACTB,UNIPROT:P60709,HGNC:132"	ACTB	Protein	1496055	F-ACTIN	1496310	molecular overview		actin beta				sa358	TRUE
1496075		16167	CFTR_network_edit	CFTR		"ABC35,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1"	"UNIPROT:P13569,ENTREZ:1080,REFSEQ:NM_000492,HGNC:1884,HGNC_SYMBOL:CFTR,ENSEMBL:ENSG00000001626"	CFTR	Protein			1496310	molecular overview		CF transmembrane conductance regulator		"ABCC7,CF"		sa359	TRUE
1496008		16167	CFTR_network_edit	COPS7A		CSN7A	"REFSEQ:NM_001164093,HGNC:16758,ENSEMBL:ENSG00000111652,HGNC_SYMBOL:COPS7A,ENTREZ:50813,UNIPROT:Q9UBW8"	COPS7A	Protein	1496004	COP9 signalosome	1496310	molecular overview		COP9 signalosome subunit 7A				SbmlSpeciesExporter_102	FALSE
1496030		16167	CFTR_network_edit	SRP68			"HGNC_SYMBOL:SRP68,REFSEQ:NM_014230,HGNC:11302,ENTREZ:6730,UNIPROT:Q9UHB9,ENSEMBL:ENSG00000167881"	SRP68	Protein	1496028	SRP	1496310	molecular overview		signal recognition particle 68				SbmlSpeciesExporter_110	TRUE
1496024		16167	CFTR_network_edit	ARPC1A		"Arc40,SOP2Hs,SOP2L"	"ENTREZ:10552,UNIPROT:Q92747,HGNC:703,HGNC_SYMBOL:ARPC1A,ENSEMBL:ENSG00000241685,REFSEQ:NM_006409"	ARPC1A	Protein	1496018	Arp2/3	1496310	molecular overview		actin related protein 2/3 complex subunit 1A				SbmlSpeciesExporter_112	TRUE
1496047		16167	CFTR_network_edit	STT3B		"FLJ90106,SIMP,STT3-B"	"UNIPROT:Q8TCJ2,HGNC:30611,REFSEQ:NM_178862,ENSEMBL:ENSG00000163527,HGNC_SYMBOL:STT3B,ENTREZ:201595"	STT3B	Protein	1496046	OST complex	1496310	molecular overview		STT3 oligosaccharyltransferase complex catalytic subunit B				SbmlSpeciesExporter_115	FALSE
1496026		16167	CFTR_network_edit	ARPC2		"ARC34,p34-Arc"	"REFSEQ:NM_005731,ENSEMBL:ENSG00000163466,HGNC_SYMBOL:ARPC2,HGNC:705,ENTREZ:10109,UNIPROT:O15144"	ARPC2	Protein	1496018	Arp2/3	1496310	molecular overview		actin related protein 2/3 complex subunit 2				SbmlSpeciesExporter_119	TRUE
1495987		16167	CFTR_network_edit	AP2A2		"DKFZP564D1864,HIP9,HYPJ,KIAA0899"	"HGNC_SYMBOL:AP2A2,REFSEQ:NM_012305,UNIPROT:O94973,ENTREZ:161,ENSEMBL:ENSG00000183020,HGNC:562"	AP2A2	Protein	1495981	CLATHRIN TRISKELION	1496310	molecular overview		adaptor related protein complex 2 subunit alpha 2		"ADTAB,CLAPA2"		SbmlSpeciesExporter_121	TRUE
1496109		16167	CFTR_network_edit	SSR4		TRAPD	"ENTREZ:6748,HGNC_SYMBOL:SSR4,HGNC:11326,ENSEMBL:ENSG00000180879,REFSEQ:NM_006280,UNIPROT:P51571"	SSR4	Protein	1496108	TRAP	1496310	molecular overview		signal sequence receptor subunit 4				SbmlSpeciesExporter_123	FALSE
1496111		16167	CFTR_network_edit	SSR1		TRAPA	"HGNC_SYMBOL:SSR1,HGNC:11323,REFSEQ:NM_001292008,ENSEMBL:ENSG00000124783,UNIPROT:P43307,ENTREZ:6745"	SSR1	Protein	1496108	TRAP	1496310	molecular overview		signal sequence receptor subunit 1				SbmlSpeciesExporter_128	FALSE
1496052		16167	CFTR_network_edit	CSNK2A2		"CK2alpha',CSNK2A1"	"UNIPROT:P19784,HGNC_SYMBOL:CSNK2A2,ENTREZ:1459,HGNC:2459,REFSEQ:NM_001896,ENSEMBL:ENSG00000070770"	CSNK2A2	Protein	1496049	CK2	1496310	molecular overview		casein kinase 2 alpha 2				SbmlSpeciesExporter_131	TRUE
1495976		16167	CFTR_network_edit	SCNN1A		ENaCalpha	"ENSEMBL:ENSG00000111319,HGNC:10599,HGNC_SYMBOL:SCNN1A,UNIPROT:P37088,REFSEQ:NM_001038,ENTREZ:6337"	SCNN1A	Protein	1495975	ENaC	1496310	molecular overview		sodium channel epithelial 1 subunit alpha		SCNN1		SbmlSpeciesExporter_133	TRUE
1496081		16167	CFTR_network_edit	SRPRA		"SR-alpha,SRP-alpha,Sralpha"	"HGNC:11307,ENSEMBL:ENSG00000182934,HGNC_SYMBOL:SRPRA,ENTREZ:6734,REFSEQ:NM_003139,UNIPROT:P08240"	SRPRA	Protein	1496080	SRP receptor	1496310	molecular overview		SRP receptor subunit alpha		SRPR		SbmlSpeciesExporter_138	FALSE
1496066		16167	CFTR_network_edit	SEC61B			"UNIPROT:P60468,HGNC_SYMBOL:SEC61B,HGNC:16993,REFSEQ:NM_006808,ENSEMBL:ENSG00000106803,ENTREZ:10952"	SEC61B	Protein	1496065	SEC61 translocon	1496310	molecular overview		SEC61 translocon subunit beta				SbmlSpeciesExporter_14	FALSE
1496019		16167	CFTR_network_edit	ARPC4		"ARC20,p20-Arc"	"UNIPROT:P59998,HGNC:707,REFSEQ:NM_001024959,ENSEMBL:ENSG00000241553,ENTREZ:10093,HGNC_SYMBOL:ARPC4"	ARPC4	Protein	1496018	Arp2/3	1496310	molecular overview		actin related protein 2/3 complex subunit 4				SbmlSpeciesExporter_145	TRUE
1496044		16167	CFTR_network_edit	PRKAG2		"AAKG,AAKG2,CMH6,H91620p,WPWS"	"HGNC_SYMBOL:PRKAG2,ENTREZ:51422,REFSEQ:NM_016203,UNIPROT:Q9UGJ0,ENSEMBL:ENSG00000106617,HGNC:9386"	PRKAG2	Protein	1496042	AMPK	1496310	molecular overview		protein kinase AMP-activated non-catalytic subunit gamma 2				SbmlSpeciesExporter_153	TRUE
1496196		16167	CFTR_network_edit	SEC24A			"HGNC:10703,UNIPROT:O95486,REFSEQ:NM_021982,HGNC_SYMBOL:SEC24A,ENTREZ:10802,ENSEMBL:ENSG00000113615"	SEC24A	Protein	1496192	SEC24	1496310	molecular overview		"SEC24 homolog A, COPII coat complex component"				SbmlSpeciesExporter_158	FALSE
1496005		16167	CFTR_network_edit	COPS3		"CSN3,SGN3"	"UNIPROT:Q9UNS2,HGNC:2239,ENTREZ:8533,REFSEQ:NM_001199125,ENSEMBL:ENSG00000141030,HGNC_SYMBOL:COPS3"	COPS3	Protein	1496004	COP9 signalosome	1496310	molecular overview		COP9 signalosome subunit 3				SbmlSpeciesExporter_161	FALSE
1496167		16167	CFTR_network_edit	PPP2CA		"PP2AC,PP2Calpha"	"ENTREZ:5515,ENSEMBL:ENSG00000113575,REFSEQ:NM_002715,UNIPROT:P67775,HGNC:9299,HGNC_SYMBOL:PPP2CA"	PPP2CA	Protein	1496164	PP2A	1496310	molecular overview		protein phosphatase 2 catalytic subunit alpha				SbmlSpeciesExporter_163	TRUE
